account_id,account_name,arr,contract_end_date,plan_tier,industry,csm_name,region,latest_sdk_version,api_change_pct,content_change_pct,active_users_change_pct,workflow_change_pct,latest_api_calls,latest_active_users,ticket_count,p1_ticket_count,open_ticket_count,avg_resolution_hours,priority_score_total,using_v3_sdk,using_v4_0_sdk,competitor_mentioned,budget_pressure,executive_involved,security_concern,migration_concern,product_dissatisfaction,support_frustration,silent_churn,expansion_opportunity,renewal_sentiment,csm_risk_level,latest_csm_note,latest_nps,latest_nps_comment,comment_sentiment_score,nps_competitor_mentioned,nps_budget_pressure,nps_product_dissatisfaction,nps_support_frustration,nps_migration_concern,nps_renewal_risk,nps_comment_mismatch,any_competitor_signal,any_budget_pressure,any_migration_concern,any_product_dissatisfaction,product_risk_score,product_recommendations
1011,Skyline Travel,310000,2026-05-24,Scale,Financial Services,Priya Sharma,LATAM,v4.1.0,3.54,10.54,-20.51,13.04,77918,31,4.0,0.0,1.0,29.725,6.0,False,False,False,False,False,False,True,False,False,False,False,negative,medium,"march 22 TerraFirma Manufacturing
Had a call. They're interested in the new Agent OS features once it GAs. Want to be 
in the early access program. But their current implementation is a mess -- they 
never finished the original migration from Drupal 18 months ago. Half their content 
is still on the old system. Might not renew unless we can give them a dedicated SA 
for 2 weeks to clean it up.",7.0,"Good product, needs better documentation.",7.0,False,False,True,False,False,low,0.0,False,False,True,True,10,"['Schedule product feedback session', 'Assign migration specialist']"
1012,Quantum Commerce,93000,2026-06-18,Growth,Travel & Hospitality,Emily Watson,LATAM,v4.0.0,-13.7,-47.68,-30.77,-45.45,18730,9,6.0,0.0,2.0,31.46666666666667,20.0,False,True,False,False,False,False,True,False,True,False,False,neutral,medium,"3/26 skyline travel (1011)
They're expanding internationally which is great, but struggling with our locale 
management. Filed 3 tickets about locale fallback behavior. On SDK v4.0 so they 
missed the fix in v4.2. Could go either way on renewal. They asked to talk to PM.",6.0,Solid CMS but the pricing feels steep for what we get.,4.0,False,True,False,False,False,medium,0.0,False,True,True,False,0,['Assign migration specialist']
1013,RedLeaf Healthcare,135000,2026-04-27,Growth,Media & Publishing,Sarah Chen,EMEA,v4.0.0,-8.54,-20.54,0.0,-12.5,24852,10,4.0,1.0,2.0,21.275,18.0,False,True,True,True,False,False,False,False,False,False,True,neutral,medium,"April 2 - Quantum Commerce 
renewal call scheduled for next week. They want to add 20 seats but only if we 
can match a competing offer from builder.io at $X/seat. Currently on Growth plan. 
API usage is actually up 40% MoM which is good leverage for us.",9.0,El producto es bueno pero el soporte en español es inexistente.,4.0,False,False,False,True,False,medium,1.0,True,True,False,False,0,['Run competitive positioning review']
1014,BluePeak Software,1061000,2026-04-28,Enterprise,Media & Publishing,Raj Patel,NA-West,v4.0.0,-15.65,-32.21,-10.39,-6.56,174989,69,4.0,0.0,0.0,23.75,7.0,False,True,False,False,False,True,False,False,False,False,False,negative,high,"4/4 RedLeaf Healthcare
Compliance audit coming up. They need us to fill out a vendor security questionnaire 
by May 15 or they can't renew (company policy). I submitted the request to our 
security team on 3/20 but haven't gotten a response. This is time-sensitive.",10.0,Le produit est bon mais l'interface n'est pas intuitive pour notre équipe marketing.,4.0,False,False,True,False,False,medium,1.0,False,False,False,True,20,"['Review security roadmap', 'Schedule product feedback session']"
1015,Evergreen Media,1330000,2026-07-11,Enterprise,Education,Priya Sharma,EMEA,v4.0.0,-23.08,-25.62,-24.69,-35.78,168227,61,4.0,0.0,2.0,25.5,14.0,False,True,False,False,True,False,False,False,False,True,False,negative,medium,"04/07 bluepeak software
They're a developer-heavy team and love the DX of our APIs but hate the management 
console UI. Their VP of Product called it ""embarrassing to demo to stakeholders.""
They renewed last year with reluctance. On the fence this time. NPS was 6.",,,,,,,,,,,False,False,False,False,0,[]
1016,Northstar Logistics,115000,2026-06-30,Growth,Manufacturing,Emily Watson,LATAM,v4.1.0,-19.03,3.45,-16.67,-11.11,22242,10,7.0,0.0,0.0,23.133333333333336,11.0,False,False,False,True,False,False,False,False,False,False,False,neutral,medium,"4/8 evergreen media 1015
Product is fine, team is fine, but their parent company got acquired and all vendor 
contracts are under review. New procurement team is asking for enterprise-level 
SLAs on their Growth plan pricing. It's a negotiation game.",7.0,Le produit est bon mais l'interface n'est pas intuitive pour notre équipe marketing.,4.0,False,False,True,False,False,medium,0.0,False,True,False,True,10,['Schedule product feedback session']
1017,Pacific Rim Trading,1724000,2026-06-10,Enterprise,SaaS / Technology,Carlos Mendez,NA-West,v4.0.0,-20.37,-21.96,-15.71,-41.57,145676,59,4.0,0.0,1.0,16.95,10.0,False,True,False,False,False,False,False,False,False,True,False,negative,high,"4/9 Northstar Logistics
account 1016 -- they barely use the product. 2 active users out of 15 seats. 
most content was migrated but nobody adopted the new workflow. classic 
shelfware situation. Their IT director told me they'd rather downgrade to Starter 
than pay full price for something they don't use. not churn per se but 
significant ARR contraction risk.",5.0,产品功能还可以，但客服团队沟通效率太低了。我们多次要求更换客户经理都没有得到回应。非常失望。,2.0,False,False,False,True,False,high,0.0,False,False,False,False,0,[]
1018,Ironclad Security,691000,2026-04-26,Enterprise,Financial Services,Priya Sharma,NA-West,v4.2.3,8.21,20.62,29.49,22.75,221345,101,3.0,0.0,0.0,15.433333333333332,4.0,False,False,False,False,False,False,False,False,False,False,False,positive,low,"3/15 acct 1042 - all good, expanding to APAC team next quarter. 
loves the product. renewal is a formality according to their VP of Eng.",10.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,0,[]
1019,Summit Analytics,1751000,2026-04-28,Enterprise,Travel & Hospitality,Anna Kowalski,LATAM,v4.1.0,2.72,17.42,6.98,58.94,190396,92,1.0,0.0,0.0,19.6,1.0,False,False,False,False,False,False,False,False,False,False,True,positive,low,"3/20 ironclad security
just closed a great QBR. They want to add 30 more seats and upgrade to Enterprise.
Already got budget approval. renewal + expansion coming in May. champagne time.",3.0,Great developer experience and the support team is phenomenal.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,0,[]
1020,Coral Bay Resorts,1610000,2026-05-22,Enterprise,Manufacturing,Sarah Chen,NA-East,v4.1.0,0.43,5.5,12.35,10.75,207786,91,1.0,0.0,0.0,9.5,1.0,False,False,False,False,False,False,False,False,False,False,False,positive,low,"3/22 summit analytics - routine check-in. everything is green. 
their dev team contributed a community plugin last month. true believers.",10.0,Great developer experience and the support team is phenomenal.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,0,[]
1021,Falcon Aerospace,378000,2026-05-04,Scale,Retail,Anna Kowalski,NA-West,v4.3.0,25.81,11.15,12.12,-5.56,95653,37,3.0,0.0,0.0,11.200000000000001,6.0,False,False,False,False,False,False,False,False,False,False,True,positive,low,"04/01 coral bay resorts
Smooth sailing. They're launching 3 new properties this summer and want us to power 
all the new sites. Renewal is locked in with a 2-year extension. CSM relationship 
is excellent.",,,,,,,,,,,False,False,False,False,0,[]
1022,Jade River Tech,507000,2026-05-23,Enterprise,Manufacturing,Priya Sharma,LATAM,v4.2.3,13.79,-13.44,20.25,22.97,205741,95,,,,,,False,False,False,False,False,False,False,False,False,False,False,positive,low,"4/3 falcon aerospace
defense/aero customer so everything is slow and bureaucratic but their PO for renewal 
was submitted to procurement in January. should be finalized by end of April. 
No concerns from their side.",9.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,0,[]
1023,Mosaic Digital,35000,2026-07-10,Starter,Manufacturing,Carlos Mendez,NA-West,v4.3.0,20.42,14.55,-33.33,50.0,5549,2,3.0,1.0,0.0,10.333333333333334,12.0,False,False,False,False,False,False,False,False,False,False,False,neutral,low,"3/28 jade river tech
Random ping from their developer asking about GraphQL introspection. Non-renewal 
related. They're deep in implementation. All good.",9.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,0,[]
1024,Beacon Insurance,285000,2026-06-28,Scale,Manufacturing,Sarah Chen,LATAM,v4.2.3,3.09,28.22,6.06,0.0,91988,35,,,,,,False,False,False,False,False,False,False,False,False,False,False,neutral,low,"4/5 - mosaic digital
They want to integrate with Shopify Plus. Asked about marketplace connectors.
Renewal isn't until December so no rush but good engagement.",9.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,0,[]
1025,Tidal Wave Sports,456000,2026-04-22,Scale,Financial Services,Raj Patel,EMEA,v4.1.0,27.58,-10.79,36.67,-12.07,99605,41,,,,,,False,False,,,,,,,,,,,,,10.0,,5.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1026,Golden Gate Ventures,65000,2026-05-20,Growth,Government,James Okafor,NA-East,v4.3.0,-5.69,1.46,25.0,12.0,24689,15,2.0,0.0,0.0,15.8,3.0,False,False,,,,,,,,,,,,,7.0,,5.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1027,Cedar Hill Partners,645000,2026-06-27,Enterprise,Healthcare,Priya Sharma,APAC,v4.3.0,6.29,28.08,-10.11,15.33,201861,80,1.0,0.0,0.0,8.3,2.0,False,False,,,,,,,,,,,,,5.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1028,Arctic Fox Games,119000,2026-06-26,Growth,Government,Anna Kowalski,NA-West,v4.2.3,-1.04,57.32,-8.33,0.0,25775,11,2.0,0.0,1.0,7.1,7.0,False,False,,,,,,,,,,,,,6.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1029,Sapphire Networks,132000,2026-06-10,Growth,SaaS / Technology,David Kim,LATAM,v4.3.0,26.01,30.0,9.09,3.45,30433,12,1.0,0.0,0.0,15.5,5.0,False,False,,,,,,,,,,,,,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,True,False,False,False,False,low,0.0,True,False,False,False,10,"['Review security roadmap', 'Run competitive positioning review']"
1030,Ember Creative,754000,2026-11-18,Enterprise,Media & Publishing,James Okafor,EMEA,v4.1.0,8.59,36.72,20.99,15.04,200036,98,1.0,0.0,0.0,16.9,2.0,False,False,,,,,,,,,,,,,10.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1031,Prism Optics,30000,2026-11-04,Starter,E-commerce,James Okafor,NA-East,v4.2.3,31.74,11.11,50.0,0.0,5923,3,3.0,0.0,0.0,14.333333333333334,8.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1032,Obsidian Data,68000,2026-07-31,Growth,SaaS / Technology,James Okafor,LATAM,v4.3.0,22.8,-13.79,16.67,33.33,26373,14,3.0,0.0,0.0,14.833333333333334,8.0,False,False,,,,,,,,,,,,,7.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1033,Silver Lining Cloud,123000,2027-03-20,Growth,Media & Publishing,Priya Sharma,LATAM,v4.2.3,39.77,48.84,18.18,10.0,32303,13,3.0,0.0,0.0,4.3,8.0,False,False,,,,,,,,,,,,,8.0,,5.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1034,Marble Arch Media,1010000,2027-03-14,Enterprise,Travel & Hospitality,Carlos Mendez,NA-East,v4.3.0,4.18,20.58,19.48,26.94,212227,92,3.0,0.0,1.0,12.866666666666667,5.0,False,False,,,,,,,,,,,,,8.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1035,Velvet Rope Events,43000,2027-01-12,Starter,Travel & Hospitality,Anna Kowalski,APAC,v4.2.3,10.02,4.0,50.0,20.0,5655,3,3.0,0.0,0.0,10.733333333333334,5.0,False,False,,,,,,,,,,,,,9.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1036,Iron Bridge Capital,21000,2026-08-15,Starter,Travel & Hospitality,Raj Patel,NA-East,v4.1.0,15.31,27.91,-33.33,50.0,4933,2,,,,,,False,False,,,,,,,,,,,,,10.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1037,Crystal Clear Analytics,100000,2026-10-20,Growth,Manufacturing,David Kim,NA-West,v4.2.3,2.74,-14.42,27.27,0.0,27775,14,1.0,0.0,0.0,8.4,2.0,False,False,,,,,,,,,,,,,10.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,True,False,False,False,False,low,0.0,True,False,False,False,10,"['Review security roadmap', 'Run competitive positioning review']"
1038,Opal Systems,885000,2026-12-04,Enterprise,Education,Carlos Mendez,NA-East,v4.1.0,15.1,17.54,11.59,30.29,241936,77,1.0,0.0,0.0,19.5,2.0,False,False,,,,,,,,,,,,,9.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1039,Redwood Health,1654000,2026-09-03,Enterprise,E-commerce,Sarah Chen,NA-East,v4.2.3,4.51,2.5,1.14,13.6,227085,89,,,,,,False,False,,,,,,,,,,,,,10.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1040,Cobalt Robotics,94000,2027-02-08,Growth,Education,David Kim,NA-West,v4.2.3,22.53,7.04,20.0,12.0,30771,12,,,,,,False,False,,,,,,,,,,,,,10.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1041,Amber Trail Outdoors,623000,2026-10-07,Enterprise,Travel & Hospitality,Sarah Chen,APAC,v4.1.0,21.28,37.23,4.76,-20.96,239284,88,3.0,0.0,1.0,8.0,3.0,False,False,,,,,,,,,,,,,2.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1042,Granite Peak Financial,439000,2026-12-08,Scale,Travel & Hospitality,David Kim,NA-West,v4.1.0,13.43,66.91,14.71,12.5,91106,39,3.0,1.0,0.0,14.266666666666667,13.0,False,False,False,False,False,False,False,False,False,True,False,neutral,medium,"4/10 pacific rim trading (1017)
mixed signals. usage metrics look healthy but the CSM relationship has been rocky.
they've requested a new CSM twice. their last NPS comment was in mandarin so i 
couldn't read it -- need to get it translated. contract up in may.",10.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,0,[]
1043,Sunflower Foods,128000,2026-11-03,Growth,E-commerce,Sarah Chen,EMEA,v4.3.0,9.03,-21.49,30.0,-11.43,30321,13,1.0,0.0,0.0,19.7,5.0,False,False,,,,,,,,,,,,,7.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1044,Neon Pixel Studios,18000,2027-03-16,Starter,Manufacturing,Priya Sharma,NA-East,v4.3.0,8.97,1.85,50.0,50.0,5780,3,3.0,0.0,0.0,15.633333333333333,9.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1045,Windmill Energy,27000,2026-08-19,Starter,Government,James Okafor,NA-West,v4.3.0,13.94,-13.21,0.0,50.0,5493,2,3.0,0.0,0.0,10.966666666666669,8.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1046,Onyx Defense,751000,2026-11-18,Enterprise,Government,Sarah Chen,LATAM,v4.3.0,20.14,28.32,13.64,13.73,256441,100,2.0,0.0,0.0,12.1,6.0,False,False,,,,,,,,,,,,,9.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1047,Topaz AI,42000,2027-04-08,Starter,SaaS / Technology,Emily Watson,NA-West,v4.2.3,54.98,29.63,50.0,20.0,6692,3,2.0,1.0,0.0,17.35,15.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1048,Lunar Dynamics,325000,2026-11-27,Scale,Travel & Hospitality,Priya Sharma,EMEA,v4.1.0,5.61,-19.2,-2.94,-17.7,95768,33,,,,,,False,False,,,,,,,,,,,,,8.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1049,Fossil Creek Ranch,1163000,2026-08-21,Enterprise,E-commerce,David Kim,LATAM,v4.3.0,43.52,-5.22,53.62,8.14,265712,106,2.0,0.0,0.0,10.6,6.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1050,Delta Wave Audio,20000,2026-11-01,Starter,Manufacturing,Emily Watson,NA-West,v4.3.0,20.53,19.51,0.0,20.0,5982,3,1.0,0.0,0.0,16.5,1.0,False,False,,,,,,,,,,,,,8.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1051,Ivory Tower Education,236000,2026-11-17,Scale,SaaS / Technology,Emily Watson,NA-West,v4.2.3,22.64,18.69,-12.82,0.0,101208,34,1.0,0.0,0.0,13.6,5.0,False,False,,,,,,,,,,,,,10.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1052,Crimson Tide Logistics,1639000,2026-12-16,Enterprise,Government,Sarah Chen,LATAM,v4.2.3,-3.55,1.47,32.35,20.0,189938,90,1.0,0.0,0.0,11.1,1.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1053,Cerulean Aerospace,254000,2026-09-21,Scale,Retail,James Okafor,NA-East,v4.1.0,21.49,61.35,6.06,16.81,95959,35,1.0,0.0,0.0,20.5,2.0,False,False,,,,,,,,,,,,,9.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1054,Olive Branch Organics,121000,2026-12-06,Growth,Government,Carlos Mendez,EMEA,v4.1.0,13.82,8.05,18.18,6.25,30005,13,,,,,,False,False,,,,,,,,,,,,,6.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1055,Starlight Entertainment,119000,2027-03-30,Growth,Education,Emily Watson,NA-East,v4.1.0,26.32,-7.04,50.0,22.58,27879,15,1.0,0.0,0.0,8.6,2.0,False,False,,,,,,,,,,,,,7.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1056,Thunderbolt Motors,43000,2026-12-03,Starter,E-commerce,Sarah Chen,EMEA,v4.2.3,9.48,25.0,0.0,25.0,5164,2,1.0,0.0,0.0,10.6,1.0,False,False,False,False,False,True,False,False,False,False,False,neutral,low,"4/10 - note for account 1099 (Harbourside Dining I think?)
They called to ask about our GDPR data processing agreement update. Routine 
request but they seemed annoyed it took 2 weeks last time. Quick turnaround 
needed. -- Emily W.",,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1057,Pearl Harbor Memorial Trust,119000,2026-10-05,Growth,Education,Anna Kowalski,LATAM,v4.2.3,35.51,7.69,-8.33,-6.06,28840,11,,,,,,False,False,,,,,,,,,,,,,7.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1058,Magenta Health,22000,2026-08-22,Starter,Healthcare,Sarah Chen,EMEA,v4.1.0,5.52,2.38,50.0,0.0,5293,3,2.0,0.0,0.0,15.95,3.0,False,False,,,,,,,,,,,,,6.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1059,Cobblestone Properties,163000,2026-09-18,Growth,E-commerce,Emily Watson,EMEA,v4.2.3,29.12,8.11,-8.33,6.06,29615,11,2.0,0.0,0.0,9.6,3.0,False,False,,,,,,,,,,,,,9.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
